Portsmouth,NH,23,1,4,,,Ttest AVL and BST,Ttest AVL and Splay,Ttest Splay and BST
Yoder,CO,11,33,13,,,,,
Woodland Park,CO,3,34,14,,,,,
Colorado Springs,CO,43,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Colorado Springs,CO,1,24,16,,,,,
Pueblo,CO,23,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Pueblo,CO,1,18,14,,,,,
Colorado City,CO,11,24,15,,,,,
Aguilar,CO,16,20,13,,,,,
Arlington,CO,21,14,17,,,,,
Avondale,CO,26,16,15,,,,,
Beulah,CO,14,20,15,,,,,
Boncarbo,CO,13,14,15,,,,,
Boone,CO,15,23,16,,,,,
Branson,CO,18,18,16,,,,,
Campo,CO,17,27,13,,,,,
Cheraw,CO,19,23,17,,,,,
Crowley,CO,26,30,15,,,,,
Crowley,CO,1,30,15,,,,,
Eads,CO,23,32,15,,,,,
Fort Lyon,CO,11,35,13,,,,,
Fowler,CO,16,31,15,,,,,
Gardner,CO,15,26,16,,,,,
Granada,CO,25,26,16,,,,,
Gulnare,CO,18,39,16,,,,,
Hartman,CO,10,34,16,,,,,
Hasty,CO,16,33,14,,,,,
Haswell,CO,10,34,15,,,,,
Hoehne,CO,19,37,16,,,,,
Holly,CO,14,37,16,,,,,
Kim,CO,17,22,16,,,,,
La Junta,CO,14,25,12,,,,,
Lamar,CO,15,23,17,,,,,
Las Animas,CO,14,21,17,,,,,
La Veta,CO,10,28,16,,,,,
Mc Clave,CO,18,26,14,,,,,
Manzanola,CO,15,25,13,,,,,
Model,CO,25,23,14,,,,,
Olney Springs,CO,18,27,16,,,,,
Ordway,CO,10,24,16,,,,,
Pritchett,CO,19,19,16,,,,,
Red Wing,CO,16,17,14,,,,,
Rocky Ford,CO,15,16,15,,,,,
Rye,CO,19,11,15,,,,,
Sheridan Lake,CO,21,16,16,,,,,
Springfield,CO,28,15,15,,,,,
Starkville,CO,15,20,15,,,,,
Sugar City,CO,19,21,13,,,,,
Swink,CO,11,32,15,,,,,
Trinchera,CO,20,25,14,,,,,
Trinidad,CO,10,26,13,,,,,
Two Buttes,CO,10,23,16,,,,,
Vilas,CO,17,20,15,,,,,
Walsenburg,CO,21,17,14,,,,,
Walsh,CO,9,18,15,,,,,
Weston,CO,21,21,15,,,,,
Wiley,CO,21,26,15,,,,,
Alamosa,CO,63,21,16,,,,,
Alamosa,CO,1,21,16,,,,,
Antonito,CO,39,22,16,,,,,
Arboles,CO,26,22,16,,,,,
Bayfield,CO,28,16,15,,,,,
Blanca,CO,21,18,16,,,,,
Capulin,CO,24,27,15,,,,,
Center,CO,21,26,15,,,,,
Chama,CO,18,26,14,,,,,
Chimney Rock,CO,17,25,16,,,,,
Chromo,CO,13,32,15,,,,,
Conejos,CO,23,26,15,,,,,
Creede,CO,17,30,15,,,,,
Crestone,CO,13,36,15,,,,,
Del Norte,CO,21,34,15,,,,,
Fort Garland,CO,16,32,14,,,,,
Garcia,CO,15,34,13,,,,,
Homelake,CO,21,14,15,,,,,
Hooper,CO,13,17,16,,,,,
Ignacio,CO,15,20,15,,,,,
Jaroso,CO,13,24,15,,,,,
La Jara,CO,16,22,14,,,,,
Manassa,CO,25,19,15,,,,,
Moffat,CO,16,29,15,,,,,
Monte Vista,CO,23,15,15,,,,,
Mosca,CO,17,32,16,,,,,
Pagosa Springs,CO,23,26,15,,,,,
Romeo,CO,22,19,16,,,,,
Saguache,CO,26,14,16,,,,,
Sanford,CO,16,14,15,,,,,
San Luis,CO,15,21,14,,,,,
San Pablo,CO,10,20,15,,,,,
South Fork,CO,22,13,12,,,,,
Villa Grove,CO,12,20,14,,,,,
Pagosa Springs,CO,7,26,15,,,,,
Salida,CO,19,18,16,,,,,
Almont,CO,41,13,15,,,,,
Buena Vista,CO,31,24,14,,,,,
Canon City,CO,24,30,15,,,,,
Canon City,CO,1,30,15,,,,,
Cimarron,CO,18,27,15,,,,,
Coal Creek,CO,15,28,14,,,,,
Coaldale,CO,10,27,16,,,,,
Cotopaxi,CO,16,24,15,,,,,
Crested Butte,CO,11,37,15,,,,,
Crested Butte,CO,1,37,15,,,,,
Florence,CO,15,26,15,,,,,
Monarch,CO,15,28,15,,,,,
Granite,CO,20,26,17,,,,,
Gunnison,CO,16,37,15,,,,,
Gunnison,CO,1,37,15,,,,,
Hillside,CO,24,39,15,,,,,
Howard,CO,19,14,16,,,,,
Lake City,CO,23,24,16,,,,,
Nathrop,CO,22,22,16,,,,,
Ohio City,CO,20,23,17,,,,,
Parlin,CO,22,27,15,,,,,
Penrose,CO,14,24,16,,,,,
Pitkin,CO,23,23,16,,,,,
Poncha Springs,CO,22,29,17,,,,,
Powderhorn,CO,17,20,15,,,,,
Rockvale,CO,16,13,15,,,,,
Canon City,CO,23,30,15,,,,,
Gunnison,CO,8,37,15,,,,,
Sargents,CO,22,16,17,,,,,
Twin Lakes,CO,18,19,15,,,,,
Westcliffe,CO,15,24,14,,,,,
Wetmore,CO,12,22,15,,,,,
Florence,CO,10,26,15,,,,,
Durango,CO,19,33,15,,,,,
Durango,CO,1,33,15,,,,,
Cahone,CO,24,25,15,,,,,
Cortez,CO,18,28,12,,,,,
Dolores,CO,15,33,17,,,,,
Dove Creek,CO,11,27,16,,,,,
Egnar,CO,24,34,17,,,,,
Hesperus,CO,27,43,17,,,,,
Lewis,CO,25,19,15,,,,,
Mancos,CO,20,23,15,,,,,
Marvel,CO,17,27,14,,,,,
Mesa Verde National Park,CO,22,22,13,,,,,
Pleasant View,CO,19,24,16,,,,,
Rico,CO,27,17,16,,,,,
Towaoc,CO,20,19,14,,,,,
Yellow Jacket,CO,24,29,14,,,,,
Montrose,CO,20,26,14,,,,,
Montrose,CO,1,26,14,,,,,
Austin,CO,30,23,16,,,,,
Bedrock,CO,19,16,14,,,,,
Cedaredge,CO,25,29,16,,,,,
Cory,CO,18,28,14,,,,,
Crawford,CO,17,30,14,,,,,
Delta,CO,21,33,15,,,,,
Eckert,CO,14,31,15,,,,,
Hotchkiss,CO,18,17,15,,,,,
Lazear,CO,15,20,16,,,,,
Maher,CO,18,26,16,,,,,
Naturita,CO,19,22,15,,,,,
Norwood,CO,21,18,16,,,,,
Nucla,CO,16,21,16,,,,,
Olathe,CO,14,30,16,,,,,
Ophir,CO,18,22,16,,,,,
Ouray,CO,14,23,16,,,,,
Paonia,CO,11,33,16,,,,,
Paradox,CO,11,29,16,,,,,
Placerville,CO,15,25,17,,,,,
Redvale,CO,11,20,15,,,,,
Ridgway,CO,18,16,17,,,,,
Silverton,CO,12,23,14,,,,,
Somerset,CO,14,21,12,,,,,
Telluride,CO,17,23,14,,,,,
Grand Junction,CO,37,27,17,,,,,
Grand Junction,CO,1,27,17,,,,,
Grand Junction,CO,1,27,17,,,,,
Grand Junction,CO,1,27,17,,,,,
Grand Junction,CO,1,27,17,,,,,
Grand Junction,CO,1,27,17,,,,,
Clifton,CO,26,26,14,,,,,
Fruita,CO,25,32,15,,,,,
Gateway,CO,16,34,15,,,,,
Glade Park,CO,20,33,16,,,,,
Loma,CO,30,22,16,,,,,
Mack,CO,21,22,13,,,,,
Palisade,CO,14,20,15,,,,,
Whitewater,CO,20,31,15,,,,,
Glenwood Springs,CO,21,28,15,,,,,
Glenwood Springs,CO,1,28,15,,,,,
Dinosaur,CO,21,29,16,,,,,
Aspen,CO,20,15,15,,,,,
Aspen,CO,1,15,15,,,,,
Snowmass Village,CO,20,22,12,,,,,
Avon,CO,18,18,16,,,,,
Basalt,CO,20,21,15,,,,,
Carbondale,CO,14,30,16,,,,,
Collbran,CO,28,27,14,,,,,
Craig,CO,21,28,14,,,,,
Craig,CO,1,28,14,,,,,
El Jebel,CO,17,38,16,,,,,
De Beque,CO,19,30,16,,,,,
Eagle,CO,20,32,13,,,,,
Edwards,CO,15,33,15,,,,,
Dinosaur,CO,4,29,16,,,,,
Parachute,CO,16,32,17,,,,,
Battlement Mesa,CO,21,19,16,,,,,
Gypsum,CO,29,39,16,,,,,
Hamilton,CO,22,30,16,,,,,
Hayden,CO,23,32,15,,,,,
Maybell,CO,26,26,15,,,,,
Meeker,CO,19,28,15,,,,,
Meredith,CO,19,20,16,,,,,
Mesa,CO,16,23,12,,,,,
Minturn,CO,16,25,15,,,,,
Molina,CO,12,29,15,,,,,
New Castle,CO,24,22,14,,,,,
Rangely,CO,26,20,16,,,,,
Red Cliff,CO,15,17,15,,,,,
Rifle,CO,15,19,17,,,,,
Silt,CO,13,16,15,,,,,
Slater,CO,15,19,14,,,,,
Snowmass,CO,8,23,13,,,,,
Wolcott,CO,19,31,15,,,,,
Woody Creek,CO,14,29,15,,,,,
Vail,CO,27,21,13,,,,,
Vail,CO,1,21,13,,,,,
Cheyenne,WY,41,21,16,,,,,
Cheyenne,WY,1,21,16,,,,,
Cheyenne,WY,1,21,16,,,,,
Fe Warren Afb,WY,34,19,14,,,,,
Cheyenne,WY,2,21,16,,,,,
Cheyenne,WY,1,21,16,,,,,
Cheyenne,WY,1,21,16,,,,,
Cheyenne,WY,1,21,16,,,,,
Cheyenne,WY,1,21,16,,,,,
Albin,WY,30,15,15,,,,,
Bosler,WY,26,19,15,,,,,
Buford,WY,18,28,15,,,,,
Burns,WY,16,27,15,,,,,
Carpenter,WY,13,28,17,,,,,
Centennial,WY,16,25,16,,,,,
Garrett,WY,30,32,14,,,,,
Granite Canon,WY,16,33,16,,,,,
Hillsdale,WY,17,39,17,,,,,
Horse Creek,WY,15,17,17,,,,,
Jelm,WY,23,25,13,,,,,
Laramie,WY,15,17,16,,,,,
Laramie,WY,1,17,16,,,,,
Laramie,WY,1,17,16,,,,,
Laramie,WY,1,17,16,,,,,
Meriden,WY,17,23,15,,,,,
Pine Bluffs,WY,25,23,17,,,,,
Rock River,WY,23,20,15,,,,,
Tie Siding,WY,22,27,15,,,,,
Yellowstone National Park,WY,11,32,15,,,,,
Wheatland,WY,12,22,15,,,,,
Chugwater,WY,33,30,15,,,,,
Fort Laramie,WY,24,30,15,,,,,
Glendo,WY,20,26,15,,,,,
Guernsey,WY,18,33,17,,,,,
Hartville,WY,20,36,16,,,,,
Hawk Springs,WY,13,33,16,,,,,
Huntley,WY,26,17,16,,,,,
Jay Em,WY,15,19,16,,,,,
Lagrange,WY,16,17,16,,,,,
Lance Creek,WY,17,19,14,,,,,
Lingle,WY,20,23,16,,,,,
Lost Springs,WY,21,20,16,,,,,
Lusk,WY,17,25,16,,,,,
Manville,WY,18,25,15,,,,,
Shawnee,WY,17,16,16,,,,,
Torrington,WY,17,18,15,,,,,
Van Tassell,WY,17,23,15,,,,,
Veteran,WY,15,25,15,,,,,
Yoder,WY,13,33,13,,,,,
Rawlins,WY,26,21,16,,,,,
Jeffrey City,WY,18,22,16,,,,,
Baggs,WY,33,19,17,,,,,
Bairoil,WY,23,18,16,,,,,
Dixon,WY,20,33,16,,,,,
Elk Mountain,WY,25,28,16,,,,,
Encampment,WY,16,27,16,,,,,
Hanna,WY,20,33,15,,,,,
Medicine Bow,WY,21,26,15,,,,,
Saratoga,WY,19,16,16,,,,,
Savery,WY,16,12,17,,,,,
Sinclair,WY,21,18,14,,,,,
Walcott,WY,17,23,15,,,,,
Wamsutter,WY,17,18,15,,,,,
Worland,WY,18,23,14,,,,,
Basin,WY,30,22,16,,,,,
Burlington,WY,22,24,14,,,,,
Byron,WY,20,27,13,,,,,
Cody,WY,21,28,16,,,,,
Cowley,WY,17,29,14,,,,,
Deaver,WY,18,28,15,,,,,
Emblem,WY,18,28,15,,,,,
Frannie,WY,19,39,15,,,,,
Greybull,WY,21,36,15,,,,,
Hamilton Dome,WY,15,32,14,,,,,
Hyattville,WY,22,10,16,,,,,
Kirby,WY,23,22,16,,,,,
Lovell,WY,21,15,15,,,,,
Manderson,WY,15,23,16,,,,,
Meeteetse,WY,13,27,15,,,,,
Otto,WY,20,24,16,,,,,
Powell,WY,23,20,15,,,,,
Ralston,WY,11,17,16,,,,,
Shell,WY,19,17,16,,,,,
Ten Sleep,WY,19,17,14,,,,,
Thermopolis,WY,17,19,13,,,,,
Wapiti,WY,17,19,15,,,,,
Riverton,WY,27,17,17,,,,,
Arapahoe,WY,33,23,15,,,,,
Crowheart,WY,21,31,16,,,,,
Dubois,WY,29,29,15,,,,,
Fort Washakie,WY,21,35,14,,,,,
Hudson,WY,23,20,16,,,,,
Kinnear,WY,17,24,16,,,,,
Lander,WY,22,15,15,,,,,
Pavillion,WY,30,29,14,,,,,
Saint Stephens,WY,24,21,16,,,,,
Casper,WY,26,27,15,,,,,
Casper,WY,1,27,15,,,,,
Casper,WY,1,27,15,,,,,
Casper,WY,1,27,15,,,,,
Casper,WY,1,27,15,,,,,
Shirley Basin,WY,20,20,17,,,,,
Alcova,WY,19,13,16,,,,,
Arminto,WY,18,18,15,,,,,
Bill,WY,25,18,17,,,,,
Douglas,WY,20,29,15,,,,,
Edgerton,WY,31,30,16,,,,,
Evansville,WY,18,32,15,,,,,
Glenrock,WY,19,28,16,,,,,
Hiland,WY,21,40,15,,,,,
Kaycee,WY,22,25,13,,,,,
Linch,WY,20,18,15,,,,,
Lysite,WY,19,26,14,,,,,
Midwest,WY,24,20,14,,,,,
Mills,WY,11,21,14,,,,,
Natrona,WY,15,21,16,,,,,
Powder River,WY,20,17,15,,,,,
Shoshoni,WY,24,15,15,,,,,
Newcastle,WY,18,28,12,,,,,
Aladdin,WY,29,16,15,,,,,
Alva,WY,27,20,16,,,,,
Beulah,WY,20,19,16,,,,,
Carlile,WY,21,29,15,,,,,
Devils Tower,WY,20,32,17,,,,,
Four Corners,WY,17,27,15,,,,,
Gillette,WY,19,28,16,,,,,
Gillette,WY,1,28,16,,,,,
Gillette,WY,1,28,16,,,,,
Hulett,WY,17,15,16,,,,,
Moorcroft,WY,21,27,14,,,,,
Osage,WY,18,25,17,,,,,
Recluse,WY,16,15,14,,,,,
Rozet,WY,21,14,15,,,,,
Sundance,WY,22,13,15,,,,,
Upton,WY,19,20,16,,,,,
Weston,WY,17,22,16,,,,,
Wright,WY,14,26,14,,,,,
Sheridan,WY,18,15,16,,,,,
Arvada,WY,29,21,16,,,,,
Banner,WY,23,20,16,,,,,
Big Horn,WY,20,16,16,,,,,
Buffalo,WY,17,26,16,,,,,
Clearmont,WY,24,24,15,,,,,
Dayton,WY,16,27,14,,,,,
Leiter,WY,26,18,12,,,,,
Parkman,WY,17,30,15,,,,,
Ranchester,WY,14,15,15,,,,,
Saddlestring,WY,15,16,16,,,,,
Story,WY,23,21,16,,,,,
Wolf,WY,19,32,14,,,,,
Wyarno,WY,15,28,14,,,,,
Rock Springs,WY,20,20,14,,,,,
Rock Springs,WY,1,20,14,,,,,
Bondurant,WY,23,18,17,,,,,
Boulder,WY,20,19,15,,,,,
Cora,WY,23,30,15,,,,,
Little America,WY,28,16,15,,,,,
Evanston,WY,18,31,16,,,,,
Evanston,WY,1,31,16,,,,,
Farson,WY,22,30,15,,,,,
Fort Bridger,WY,23,35,15,,,,,
Granger,WY,18,34,16,,,,,
Green River,WY,20,33,15,,,,,
Lontetree,WY,21,22,16,,,,,
Lyman,WY,19,20,14,,,,,
Mc Kinnon,WY,27,26,13,,,,,
Mountain View,WY,20,29,16,,,,,
Pinedale,WY,18,25,13,,,,,
Point Of Rocks,WY,16,23,16,,,,,
Reliance,WY,27,16,15,,,,,
Robertson,WY,13,13,17,,,,,
Superior,WY,26,19,15,,,,,
Jackson,WY,37,23,16,,,,,
Jackson,WY,1,23,16,,,,,
Kelly,WY,26,24,17,,,,,
Moose,WY,18,30,14,,,,,
Moran,WY,11,26,15,,,,,
Wilson,WY,21,32,16,,,,,
Teton Village,WY,19,16,13,,,,,
Kemmerer,WY,18,26,16,,,,,
Afton,WY,24,13,16,,,,,
Auburn,WY,27,16,17,,,,,
Bedford,WY,18,16,15,,,,,
Big Piney,WY,17,19,15,,,,,
Cokeville,WY,16,25,15,,,,,
Daniel,WY,22,24,15,,,,,
Diamondville,WY,19,31,15,,,,,
Etna,WY,18,28,15,,,,,
Fairview,WY,16,31,15,,,,,
Freedom,WY,28,29,15,,,,,
Frontier,WY,13,31,16,,,,,
Grover,WY,17,30,15,,,,,
La Barge,WY,23,25,16,,,,,
Opal,WY,22,24,15,,,,,
Smoot,WY,22,21,13,,,,,
Thayne,WY,11,22,14,,,,,
Alpine,WY,34,14,15,,,,,
Pocatello,ID,15,28,16,,,,,
Pocatello,ID,1,28,16,,,,,
Fort Hall,ID,17,33,15,,,,,
Pocatello,ID,2,28,16,,,,,
Pocatello,ID,1,28,16,,,,,
Pocatello,ID,1,28,16,,,,,
Pocatello,ID,1,28,16,,,,,
Aberdeen,ID,15,15,15,,,,,
American Falls,ID,27,12,15,,,,,
Arbon,ID,13,23,17,,,,,
Arco,ID,16,29,16,,,,,
Arimo,ID,11,22,16,,,,,
Atomic City,ID,18,20,17,,,,,
Bancroft,ID,15,22,17,,,,,
Basalt,ID,8,22,16,,,,,
Bern,ID,23,19,14,,,,,
Blackfoot,ID,21,20,16,,,,,
Bloomington,ID,21,24,17,,,,,
Challis,ID,21,26,15,,,,,
Clayton,ID,13,26,16,,,,,
Clifton,ID,12,27,16,,,,,
Cobalt,ID,15,21,16,,,,,
Conda,ID,20,27,15,,,,,
Dayton,ID,15,32,15,,,,,
Dingle,ID,15,30,16,,,,,
Downey,ID,20,33,14,,,,,
Ellis,ID,16,29,16,,,,,
Firth,ID,14,31,16,,,,,
Franklin,ID,19,31,15,,,,,
Geneva,ID,19,30,15,,,,,
Georgetown,ID,10,27,14,,,,,
Grace,ID,18,31,16,,,,,
Holbrook,ID,26,37,17,,,,,
Howe,ID,16,13,17,,,,,
Inkom,ID,18,19,15,,,,,
Lava Hot Springs,ID,23,19,15,,,,,
Mc Cammon,ID,17,29,14,,,,,
Mackay,ID,15,23,15,,,,,
Malad City,ID,12,23,15,,,,,
May,ID,12,28,15,,,,,
Montpelier,ID,22,27,14,,,,,
Moore,ID,8,28,15,,,,,
Moreland,ID,16,26,16,,,,,
Paris,ID,16,28,16,,,,,
Pingree,ID,17,30,15,,,,,
Preston,ID,23,15,16,,,,,
Rockland,ID,21,14,15,,,,,
Saint Charles,ID,12,20,16,,,,,
Shelley,ID,11,18,17,,,,,
Soda Springs,ID,21,22,11,,,,,
Springfield,ID,12,16,16,,,,,
Stanley,ID,19,22,13,,,,,
Swanlake,ID,19,19,14,,,,,
Thatcher,ID,11,22,14,,,,,
Wayan,ID,24,22,15,,,,,
Weston,ID,12,20,16,,,,,
Fish Haven,ID,44,31,16,,,,,
Twin Falls,ID,20,17,15,,,,,
Rogerson,ID,21,18,16,,,,,
Twin Falls,ID,2,17,15,,,,,
Albion,ID,37,15,15,,,,,
Almo,ID,26,15,16,,,,,
Bellevue,ID,23,18,16,,,,,
Bliss,ID,16,16,16,,,,,
Buhl,ID,18,28,15,,,,,
Burley,ID,13,26,15,,,,,
Carey,ID,13,25,16,,,,,
Castleford,ID,18,23,15,,,,,
Corral,ID,18,30,15,,,,,
Declo,ID,16,32,16,,,,,
Dietrich,ID,16,32,16,,,,,
Eden,ID,22,27,16,,,,,
Fairfield,ID,22,30,15,,,,,
Filer,ID,14,29,16,,,,,
Gooding,ID,28,33,15,,,,,
Hagerman,ID,27,34,15,,,,,
Hailey,ID,12,33,16,,,,,
Hansen,ID,22,26,15,,,,,
Hazelton,ID,20,34,15,,,,,
Heyburn,ID,12,43,15,,,,,
Hill City,ID,10,40,16,,,,,
Jerome,ID,23,23,15,,,,,
Ketchum,ID,14,23,15,,,,,
Kimberly,ID,20,23,16,,,,,
Malta,ID,13,26,16,,,,,
Minidoka,ID,15,27,13,,,,,
Murtaugh,ID,28,24,16,,,,,
Oakley,ID,21,23,13,,,,,
Paul,ID,19,29,15,,,,,
Picabo,ID,17,25,13,,,,,
Richfield,ID,26,17,17,,,,,
Rupert,ID,21,12,16,,,,,
Shoshone,ID,18,16,16,,,,,
Sun Valley,ID,18,23,13,,,,,
Sun Valley,ID,1,23,13,,,,,
Wendell,ID,24,15,14,,,,,
Idaho Falls,ID,29,20,16,,,,,
Idaho Falls,ID,1,20,16,,,,,
Idaho Falls,ID,1,20,16,,,,,
Idaho Falls,ID,1,20,16,,,,,
Idaho Falls,ID,1,20,16,,,,,
Idaho Falls,ID,1,20,16,,,,,
Idaho Falls,ID,1,20,16,,,,,
Ashton,ID,41,15,17,,,,,
Chester,ID,29,17,15,,,,,
Driggs,ID,14,29,15,,,,,
Dubois,ID,10,29,15,,,,,
Felt,ID,16,27,16,,,,,
Hamer,ID,14,30,15,,,,,
Iona,ID,25,19,17,,,,,
Irwin,ID,20,26,15,,,,,
Island Park,ID,14,21,14,,,,,
Lewisville,ID,21,20,15,,,,,
Macks Inn,ID,13,30,15,,,,,
Menan,ID,20,27,14,,,,,
Monteview,ID,21,27,15,,,,,
Newdale,ID,16,30,15,,,,,
Parker,ID,9,30,15,,,,,
Rexburg,ID,23,15,17,,,,,
Rexburg,ID,1,15,17,,,,,
Rigby,ID,16,18,16,,,,,
Ririe,ID,18,16,17,,,,,
Roberts,ID,10,16,17,,,,,
Saint Anthony,ID,21,19,15,,,,,
Spencer,ID,21,15,15,,,,,
Squirrel,ID,13,18,14,,,,,
Sugar City,ID,9,22,14,,,,,
Swan Valley,ID,11,20,14,,,,,
Terreton,ID,14,21,14,,,,,
Teton,ID,10,17,11,,,,,
Tetonia,ID,5,18,13,,,,,
Ucon,ID,12,25,15,,,,,
Victor,ID,14,23,16,,,,,
Rexburg,ID,16,15,17,,,,,
Carmen,ID,34,24,14,,,,,
Gibbonsville,ID,30,27,14,,,,,
Leadore,ID,13,24,16,,,,,
Lemhi,ID,12,18,15,,,,,
North Fork,ID,24,18,15,,,,,
Salmon,ID,26,18,15,,,,,
Tendoy,ID,15,16,14,,,,,
Shoup,ID,19,16,16,,,,,
Lewiston,ID,22,20,14,,,,,
Ahsahka,ID,20,15,14,,,,,
Cottonwood,ID,26,24,13,,,,,
Craigmont,ID,19,30,14,,,,,
Culdesac,ID,17,31,15,,,,,
Elk City,ID,26,29,16,,,,,
Ferdinand,ID,14,29,15,,,,,
Grangeville,ID,15,35,15,,,,,
Fenn,ID,15,28,15,,,,,
Greencreek,ID,22,29,17,,,,,
Juliaetta,ID,19,30,15,,,,,
Kamiah,ID,15,34,14,,,,,
Kendrick,ID,13,20,17,,,,,
Kooskia,ID,18,26,16,,,,,
Lapwai,ID,12,17,17,,,,,
Lenore,ID,13,16,15,,,,,
Lucile,ID,18,14,15,,,,,
Nezperce,ID,19,25,15,,,,,
Orofino,ID,27,24,14,,,,,
Peck,ID,19,35,15,,,,,
Pierce,ID,11,26,15,,,,,
Pollock,ID,17,34,17,,,,,
Reubens,ID,11,15,14,,,,,
Riggins,ID,12,19,17,,,,,
Spalding,ID,15,14,14,,,,,
Stites,ID,19,15,15,,,,,
Weippe,ID,16,31,16,,,,,
White Bird,ID,20,23,15,,,,,
Winchester,ID,12,27,14,,,,,
Atlanta,ID,48,20,15,,,,,
Banks,ID,29,20,15,,,,,
Bruneau,ID,30,28,16,,,,,
Caldwell,ID,19,25,15,,,,,
Caldwell,ID,1,25,15,,,,,
Caldwell,ID,1,25,15,,,,,
Cambridge,ID,25,27,16,,,,,
Cascade,ID,19,23,16,,,,,
Council,ID,16,27,15,,,,,
Donnelly,ID,26,34,17,,,,,
Eagle,ID,16,33,14,,,,,
Emmett,ID,18,31,16,,,,,
Fruitland,ID,28,31,14,,,,,
Fruitvale,ID,12,30,15,,,,,
Garden Valley,ID,14,31,15,,,,,
Glenns Ferry,ID,15,32,16,,,,,
Grand View,ID,17,28,16,,,,,
Greenleaf,ID,14,39,15,,,,,
Hammett,ID,16,32,17,,,,,
Homedale,ID,21,15,16,,,,,
Horseshoe Bend,ID,16,17,17,,,,,
Huston,ID,18,18,16,,,,,
Idaho City,ID,6,21,17,,,,,
Indian Valley,ID,16,17,15,,,,,
King Hill,ID,22,20,16,,,,,
Kuna,ID,18,28,15,,,,,
Lake Fork,ID,14,21,15,,,,,
Letha,ID,18,16,15,,,,,
Lowman,ID,25,18,15,,,,,
Mc Call,ID,20,27,15,,,,,
Marsing,ID,23,21,15,,,,,
Melba,ID,17,28,15,,,,,
Meridian,ID,16,24,16,,,,,
Mesa,ID,8,24,15,,,,,
Middleton,ID,21,15,15,,,,,
Midvale,ID,11,24,14,,,,,
Mountain Home,ID,24,25,15,,,,,
Mountain Home A F B,ID,12,25,16,,,,,
Murphy,ID,17,25,15,,,,,
Nampa,ID,15,21,16,,,,,
Nampa,ID,1,21,16,,,,,
Nampa,ID,1,21,16,,,,,
New Meadows,ID,16,28,14,,,,,
New Plymouth,ID,14,26,13,,,,,
Notus,ID,16,26,16,,,,,
Ola,ID,14,29,16,,,,,
Parma,ID,16,28,15,,,,,
Payette,ID,21,22,15,,,,,
Placerville,ID,16,26,14,,,,,
Star,ID,15,23,14,,,,,
Sweet,ID,16,29,14,,,,,
Warren,ID,16,18,14,,,,,
Weiser,ID,13,28,15,,,,,
Wilder,ID,14,21,15,,,,,
Yellow Pine,ID,10,30,15,,,,,
Meridian,ID,24,24,16,,,,,
Nampa,ID,11,21,16,,,,,
Nampa,ID,1,21,16,,,,,
Boise,ID,46,22,15,,,,,
Boise,ID,1,22,15,,,,,
